Gene_ID	0	1	2	3	4	5	6	7	8	9
A1BG	0.07936785779739514	0.05645542438547688	0.04455311499112771	0.13021557353604754	0.0834840857260686	0.04203606653518118	0.056150611911952766	0.05926596669909085	0.08775026742893469	0.08348498337918951
A2M	0.15819769535439832	0.09442639508361343	0.13395924649543314	0.11717562792322606	0.10296473322203807	0.10352234890661292	0.060470093756282886	0.10561226802250696	0.09021815881393204	0.19894794254708967
AAAS	0.06377948614169504	0.13377473215382096	0.08013058628967397	0.10926804265435293	0.058688730686795136	0.0821911521569792	0.035745795879649565	0.1476173999143807	0.08053646574179199	0.08281681870942367
AACS	0.18562921278380906	0.2308185448711989	0.1517502800035362	0.15765057206421035	0.1518629264569946	0.1605151970560226	0.0968617611702534	0.12780749784753434	0.1704664909865852	0.19095269573113344
AAK1	0.14799644945224286	0.08111452624620304	0.1710350264287933	0.16128539836544814	0.13885854969158093	0.18490268618255445	0.10386816826355336	0.17599329617712053	0.11915201723823753	0.13233564540074907
AAMDC	0.15858112983611647	0.1784809372032475	0.10554509075133166	0.1907651346212538	0.17208843341044078	0.15296980414250402	0.14050602808988544	0.20397501202808813	0.1545714791635732	0.09643144238820607
AAMP	0.21151899331312485	0.21472692197207965	0.2339491155004229	0.32296347180433393	0.19302531578507606	0.1923163999532123	0.2348928133856878	0.22750571813579146	0.208689971137352	0.22782656254198055
AAR2	0.14550482564783845	0.15555008758674144	0.12142217343481106	0.19393738108851832	0.14089606950382622	0.09761810411529866	0.2042135939079973	0.11580263484659314	0.13674128587837106	0.1575209094936447
AARS	0.09953259074857848	0.2087631900632878	0.12850674330385892	0.29458935162106825	0.15094375313905325	0.08035766613371369	0.1580175369201995	0.21113327831416012	0.12160209165659196	0.20086366389099372
AARS2	0.1072975298067074	0.10752082359314302	0.09968692310746148	0.12877963572256435	0.0954294511895049	0.11051923732266776	0.09936962817977943	0.11901587573090125	0.12990531973506186	0.1226647016765044
AARSD1	0.17646130191139933	0.15077188282335366	0.14196203506963662	0.16758385200481013	0.1396375471482099	0.18317858643091875	0.1679554079033923	0.12626214150399412	0.22207109418218005	0.26535025558958564
AASDHPPT	0.090892552327036	0.12681559594380015	0.11132439617076988	0.13167145264108854	0.11495542984905588	0.0675475861406514	0.0837171140741104	0.1476413935206073	0.07253048544464083	0.14397661387536104
AASS	0.0770991828390613	0.14487966018534387	0.14831297915261538	0.22642557401766236	0.11527895250043164	0.10640598692761068	0.17003502725583516	0.10665021527372284	0.13437159367047985	0.2226648505891327
AATF	0.1819364996452963	0.1858546741139478	0.1518539850831071	0.14810024071280253	0.12011243575580895	0.11676097540362995	0.08237850110432826	0.07795291081406372	0.09672977945950614	0.11576698254927355
ABAT	0.16653575378092114	0.2258645879016808	0.1688220134912789	0.12266735580235445	0.13400972055708146	0.21625746965093048	0.15312523090074684	0.12537723339573156	0.20336375083297625	0.16334170112241625
ABCA1	0.1475092237137092	0.18576154470878609	0.06062550882073201	0.13461877780191964	0.12677743907191513	0.16663107554704262	0.17714252118873827	0.17238394223430653	0.2065707884236116	0.18796831501820505
ABCB10	0.19139498990509413	0.1706187575999144	0.1691229267622054	0.13863808752358356	0.15003625512220514	0.0929998600475246	0.24904386883805965	0.11683969961815448	0.12107654440601652	0.20394152578497024
ABCB6	0.18747700933092687	0.19842609667971847	0.16745786626470974	0.23200275731780126	0.14567244314179276	0.165524454740809	0.17208274144093128	0.09960693073287576	0.16717300668490034	0.20861226497648575
ABCB7	0.14018530848048666	0.1722929921615774	0.10691380097314586	0.19232563402764027	0.2047744073503817	0.1495817661684248	0.1840792618410306	0.1418415896471662	0.133260838312866	0.12798155116163684
ABCB8	0.1585048288448899	0.15471607149242628	0.09655467368774412	0.12387042640318872	0.12111148227106053	0.0901823100080611	0.181633745255182	0.11872209228675125	0.13778108554443322	0.1256153102314938
ABCC1	0.12193131012848435	0.14898061332778914	0.09552195740590727	0.22909327976466398	0.11727064516996814	0.11238097901798404	0.06839656133490629	0.09826340472940596	0.106619009375268	0.08589876553569534
ABCC3	0.06627190921117082	0.11383258125639201	0.09584755751262787	0.10323461076857507	0.17783409693155808	0.07378384122037808	0.11451562669061136	0.10512040404060276	0.11964453790117102	0.11243085909603942
